Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU50,OUT035,2336.595654782092
FDG40,OUT035,2336.595654782092
FDW10,OUT018,1995.4987392241385
FDX51,OUT013,2336.595654782092
NCP17,OUT045,2275.220073262024
FDP21,OUT035,2336.595654782092
FDL04,OUT045,2275.220073262024
FDV23,OUT013,2336.595654782092
FDF24,OUT046,2336.595654782092
FDH56,OUT027,3694.0385576470608
FDB51,OUT049,2336.595654782092
FDI58,OUT027,3694.0385576470608
FDR20,OUT013,2336.595654782092
FDC51,OUT018,1995.4987392241385
FDB16,OUT027,3694.0385576470608
FDE40,OUT049,2336.595654782092
NCM17,OUT035,2336.595654782092
FDU56,OUT035,2336.595654782092
FDS32,OUT019,371.28136079744604
FDX02,OUT049,2336.595654782092
FDT39,OUT027,3694.0385576470608
FDE35,OUT017,2275.220073262024
NCI42,OUT019,371.28136079744604
DRL23,OUT046,2336.595654782092
FDA10,OUT046,2336.595654782092
FDA11,OUT013,2336.595654782092
NCM06,OUT046,2336.595654782092
NCT05,OUT035,2336.595654782092
NCQ02,OUT010,309.9057792773781
NCY06,OUT049,2336.595654782092
FDY56,OUT035,2336.595654782092
FDL02,OUT035,2336.595654782092
NCI06,OUT035,2336.595654782092
FDQ14,OUT045,2275.220073262024
FDQ12,OUT017,2275.220073262024
FDP36,OUT046,2336.595654782092
FDK21,OUT027,3694.0385576470608
FDO40,OUT045,2275.220073262024
NCK54,OUT019,371.28136079744604
FDY09,OUT018,1995.4987392241385
NCW30,OUT049,2336.595654782092
NCC55,OUT027,3694.0385576470608
FDE58,OUT018,1995.4987392241385
FDR39,OUT013,2336.595654782092
FDU28,OUT049,2336.595654782092
FDH08,OUT017,2275.220073262024
FDG35,OUT045,2275.220073262024
FDG22,OUT049,2336.595654782092
FDC34,OUT035,2336.595654782092
FDP15,OUT018,1995.4987392241385
FDK34,OUT010,309.9057792773781
FDU45,OUT035,2336.595654782092
FDQ04,OUT027,3694.0385576470608
FDX22,OUT018,1995.4987392241385
FDB45,OUT017,2275.220073262024
NCH43,OUT027,3694.0385576470608
DRE60,OUT046,2336.595654782092
FDD17,OUT027,3694.0385576470608
NCM54,OUT017,2275.220073262024
NCH55,OUT013,2336.595654782092
NCT06,OUT017,2275.220073262024
FDA48,OUT027,3694.0385576470608
FDY58,OUT027,3694.0385576470608
FDO25,OUT045,2275.220073262024
FDN50,OUT045,2275.220073262024
FDH35,OUT035,2336.595654782092
FDK09,OUT045,2275.220073262024
FDO16,OUT013,2336.595654782092
FDW11,OUT045,2275.220073262024
FDU47,OUT027,3694.0385576470608
NCQ42,OUT010,309.9057792773781
FDK55,OUT027,3694.0385576470608
FDN08,OUT049,2336.595654782092
FDT57,OUT045,2275.220073262024
FDJ12,OUT018,1995.4987392241385
DRL59,OUT017,2275.220073262024
NCN53,OUT046,2336.595654782092
FDO51,OUT010,309.9057792773781
FDK56,OUT017,2275.220073262024
FDY12,OUT035,2336.595654782092
FDU15,OUT035,2336.595654782092
FDQ19,OUT046,2336.595654782092
DRF15,OUT045,2275.220073262024
DRE25,OUT019,371.28136079744604
FDK57,OUT018,1995.4987392241385
FDD33,OUT010,309.9057792773781
FDR34,OUT027,3694.0385576470608
FDU04,OUT045,2275.220073262024
FDE35,OUT019,371.28136079744604
NCD31,OUT035,2336.595654782092
FDJ56,OUT035,2336.595654782092
NCU53,OUT046,2336.595654782092
FDD39,OUT035,2336.595654782092
NCU17,OUT019,371.28136079744604
FDJ20,OUT046,2336.595654782092
NCW41,OUT018,1995.4987392241385
FDL52,OUT035,2336.595654782092
FDS39,OUT035,2336.595654782092
DRJ47,OUT045,2275.220073262024
FDP13,OUT010,309.9057792773781
DRK39,OUT010,309.9057792773781
FDF28,OUT010,309.9057792773781
FDB09,OUT045,2275.220073262024
FDM51,OUT046,2336.595654782092
DRM49,OUT018,1995.4987392241385
DRF23,OUT013,2336.595654782092
DRH01,OUT035,2336.595654782092
FDH12,OUT027,3694.0385576470608
FDA28,OUT019,371.28136079744604
FDW37,OUT018,1995.4987392241385
FDF02,OUT046,2336.595654782092
DRL37,OUT046,2336.595654782092
NCF43,OUT046,2336.595654782092
FDH08,OUT010,309.9057792773781
FDR34,OUT019,371.28136079744604
NCK19,OUT049,2336.595654782092
NCD55,OUT018,1995.4987392241385
FDT27,OUT049,2336.595654782092
FDQ57,OUT045,2275.220073262024
FDA47,OUT035,2336.595654782092
DRG15,OUT027,3694.0385576470608
FDE05,OUT018,1995.4987392241385
FDN46,OUT046,2336.595654782092
FDX27,OUT027,3694.0385576470608
FDT51,OUT045,2275.220073262024
FDU33,OUT013,2336.595654782092
FDJ16,OUT027,3694.0385576470608
FDD20,OUT019,371.28136079744604
FDT36,OUT049,2336.595654782092
DRF15,OUT027,3694.0385576470608
FDN52,OUT010,309.9057792773781
FDC22,OUT027,3694.0385576470608
FDX15,OUT045,2275.220073262024
FDT13,OUT013,2336.595654782092
FDU04,OUT017,2275.220073262024
FDU31,OUT019,371.28136079744604
FDW59,OUT027,3694.0385576470608
NCO29,OUT046,2336.595654782092
FDL15,OUT035,2336.595654782092
FDI41,OUT049,2336.595654782092
FDQ48,OUT049,2336.595654782092
DRI39,OUT013,2336.595654782092
FDI08,OUT013,2336.595654782092
FDC21,OUT049,2336.595654782092
FDF58,OUT035,2336.595654782092
FDS08,OUT010,309.9057792773781
FDE47,OUT045,2275.220073262024
NCP18,OUT019,371.28136079744604
NCR41,OUT013,2336.595654782092
FDA27,OUT013,2336.595654782092
FDA43,OUT035,2336.595654782092
FDA49,OUT045,2275.220073262024
NCE55,OUT018,1995.4987392241385
DRM49,OUT027,3694.0385576470608
FDF22,OUT027,3694.0385576470608
FDQ15,OUT018,1995.4987392241385
NCS54,OUT017,2275.220073262024
NCY05,OUT013,2336.595654782092
FDR45,OUT046,2336.595654782092
FDK57,OUT049,2336.595654782092
FDF41,OUT010,309.9057792773781
FDV21,OUT046,2336.595654782092
FDD51,OUT046,2336.595654782092
FDF33,OUT046,2336.595654782092
FDA38,OUT046,2336.595654782092
FDR56,OUT045,2275.220073262024
NCN41,OUT017,2275.220073262024
FDC60,OUT027,3694.0385576470608
FDB47,OUT045,2275.220073262024
DRH01,OUT013,2336.595654782092
FDW08,OUT046,2336.595654782092
FDF38,OUT027,3694.0385576470608
FDY32,OUT017,2275.220073262024
FDG34,OUT049,2336.595654782092
FDG47,OUT019,371.28136079744604
NCF18,OUT035,2336.595654782092
FDL39,OUT019,371.28136079744604
NCH55,OUT035,2336.595654782092
DRJ35,OUT049,2336.595654782092
FDS44,OUT035,2336.595654782092
DRE01,OUT018,1995.4987392241385
FDY39,OUT013,2336.595654782092
FDY32,OUT018,1995.4987392241385
FDR33,OUT027,3694.0385576470608
NCP50,OUT049,2336.595654782092
FDZ47,OUT018,1995.4987392241385
FDU57,OUT049,2336.595654782092
FDY44,OUT013,2336.595654782092
DRH59,OUT018,1995.4987392241385
FDB03,OUT027,3694.0385576470608
FDY46,OUT045,2275.220073262024
FDM39,OUT045,2275.220073262024
FDY36,OUT035,2336.595654782092
NCM55,OUT035,2336.595654782092
FDJ50,OUT010,309.9057792773781
DRL60,OUT013,2336.595654782092
NCJ54,OUT049,2336.595654782092
FDX59,OUT017,2275.220073262024
FDI07,OUT013,2336.595654782092
DRF51,OUT010,309.9057792773781
FDM14,OUT017,2275.220073262024
FDP21,OUT045,2275.220073262024
FDE40,OUT035,2336.595654782092
FDE05,OUT035,2336.595654782092
FDM13,OUT027,3694.0385576470608
FDC34,OUT027,3694.0385576470608
NCI55,OUT018,1995.4987392241385
NCE43,OUT018,1995.4987392241385
FDW58,OUT018,1995.4987392241385
FDG60,OUT045,2275.220073262024
FDV31,OUT017,2275.220073262024
FDR47,OUT013,2336.595654782092
FDM60,OUT019,371.28136079744604
NCF06,OUT018,1995.4987392241385
NCN26,OUT027,3694.0385576470608
FDQ59,OUT049,2336.595654782092
FDF09,OUT046,2336.595654782092
NCS06,OUT017,2275.220073262024
FDT44,OUT046,2336.595654782092
FDI19,OUT017,2275.220073262024
FDT22,OUT017,2275.220073262024
NCF54,OUT027,3694.0385576470608
DRG25,OUT045,2275.220073262024
FDB59,OUT017,2275.220073262024
FDQ37,OUT017,2275.220073262024
FDP56,OUT035,2336.595654782092
FDW44,OUT035,2336.595654782092
FDJ26,OUT010,309.9057792773781
FDU43,OUT018,1995.4987392241385
FDW33,OUT045,2275.220073262024
NCX53,OUT027,3694.0385576470608
FDN56,OUT010,309.9057792773781
DRF15,OUT049,2336.595654782092
FDO33,OUT017,2275.220073262024
FDZ39,OUT010,309.9057792773781
NCJ19,OUT017,2275.220073262024
FDU01,OUT035,2336.595654782092
FDT12,OUT035,2336.595654782092
NCM18,OUT018,1995.4987392241385
FDP19,OUT017,2275.220073262024
NCR42,OUT049,2336.595654782092
FDN10,OUT046,2336.595654782092
FDG44,OUT017,2275.220073262024
FDQ10,OUT046,2336.595654782092
DRH13,OUT049,2336.595654782092
FDT52,OUT013,2336.595654782092
FDM56,OUT045,2275.220073262024
NCO43,OUT010,309.9057792773781
NCV29,OUT035,2336.595654782092
NCF06,OUT013,2336.595654782092
FDO50,OUT035,2336.595654782092
FDT59,OUT013,2336.595654782092
FDX40,OUT027,3694.0385576470608
FDE50,OUT017,2275.220073262024
FDX51,OUT017,2275.220073262024
NCD30,OUT018,1995.4987392241385
FDK15,OUT013,2336.595654782092
FDL12,OUT045,2275.220073262024
FDK46,OUT017,2275.220073262024
DRH49,OUT010,309.9057792773781
FDQ57,OUT046,2336.595654782092
FDY59,OUT017,2275.220073262024
FDO09,OUT018,1995.4987392241385
NCG30,OUT035,2336.595654782092
FDM09,OUT017,2275.220073262024
NCN17,OUT027,3694.0385576470608
NCS42,OUT013,2336.595654782092
FDD02,OUT019,371.28136079744604
FDE34,OUT013,2336.595654782092
FDU38,OUT045,2275.220073262024
FDB33,OUT046,2336.595654782092
NCJ29,OUT017,2275.220073262024
FDZ27,OUT035,2336.595654782092
FDI40,OUT013,2336.595654782092
FDG22,OUT013,2336.595654782092
FDT51,OUT017,2275.220073262024
FDF20,OUT018,1995.4987392241385
FDV50,OUT035,2336.595654782092
FDT02,OUT049,2336.595654782092
DRC49,OUT017,2275.220073262024
FDF26,OUT049,2336.595654782092
FDV52,OUT035,2336.595654782092
FDX59,OUT049,2336.595654782092
FDV25,OUT035,2336.595654782092
FDW23,OUT027,3694.0385576470608
FDE53,OUT018,1995.4987392241385
FDA19,OUT017,2275.220073262024
FDH22,OUT046,2336.595654782092
NCO41,OUT013,2336.595654782092
FDX12,OUT017,2275.220073262024
FDF17,OUT013,2336.595654782092
FDS11,OUT045,2275.220073262024
FDR51,OUT035,2336.595654782092
FDT49,OUT010,309.9057792773781
FDC56,OUT013,2336.595654782092
FDR13,OUT027,3694.0385576470608
FDQ60,OUT035,2336.595654782092
FDN38,OUT049,2336.595654782092
NCL29,OUT013,2336.595654782092
FDO13,OUT027,3694.0385576470608
FDE26,OUT018,1995.4987392241385
FDA31,OUT010,309.9057792773781
FDX14,OUT035,2336.595654782092
FDA34,OUT045,2275.220073262024
FDF26,OUT013,2336.595654782092
FDE38,OUT045,2275.220073262024
DRI11,OUT046,2336.595654782092
FDQ60,OUT027,3694.0385576470608
FDL21,OUT027,3694.0385576470608
DRC12,OUT027,3694.0385576470608
FDC47,OUT046,2336.595654782092
FDE57,OUT045,2275.220073262024
FDT14,OUT045,2275.220073262024
NCZ53,OUT046,2336.595654782092
FDE28,OUT018,1995.4987392241385
FDR19,OUT035,2336.595654782092
NCF54,OUT019,371.28136079744604
FDZ08,OUT046,2336.595654782092
NCJ05,OUT018,1995.4987392241385
FDF59,OUT046,2336.595654782092
NCO05,OUT035,2336.595654782092
FDW24,OUT018,1995.4987392241385
NCX42,OUT018,1995.4987392241385
NCA53,OUT035,2336.595654782092
FDI45,OUT019,371.28136079744604
FDG46,OUT046,2336.595654782092
FDM20,OUT010,309.9057792773781
FDW11,OUT010,309.9057792773781
FDX08,OUT035,2336.595654782092
NCK17,OUT035,2336.595654782092
FDK32,OUT018,1995.4987392241385
NCA42,OUT035,2336.595654782092
DRI01,OUT035,2336.595654782092
NCL55,OUT049,2336.595654782092
DRE25,OUT018,1995.4987392241385
FDD14,OUT017,2275.220073262024
FDB10,OUT046,2336.595654782092
DRN11,OUT035,2336.595654782092
FDP38,OUT018,1995.4987392241385
NCA30,OUT017,2275.220073262024
FDT15,OUT017,2275.220073262024
NCP55,OUT018,1995.4987392241385
FDF12,OUT035,2336.595654782092
FDM21,OUT018,1995.4987392241385
FDX56,OUT035,2336.595654782092
FDF10,OUT017,2275.220073262024
FDT32,OUT045,2275.220073262024
FDM51,OUT018,1995.4987392241385
NCR50,OUT018,1995.4987392241385
FDI19,OUT049,2336.595654782092
FDX21,OUT017,2275.220073262024
FDR31,OUT035,2336.595654782092
FDY02,OUT013,2336.595654782092
NCA29,OUT045,2275.220073262024
NCX17,OUT046,2336.595654782092
FDM12,OUT045,2275.220073262024
FDI53,OUT027,3694.0385576470608
NCU30,OUT049,2336.595654782092
FDC56,OUT027,3694.0385576470608
FDK27,OUT018,1995.4987392241385
NCK18,OUT017,2275.220073262024
FDB52,OUT019,371.28136079744604
DRG25,OUT027,3694.0385576470608
FDZ13,OUT049,2336.595654782092
FDB57,OUT019,371.28136079744604
FDR40,OUT046,2336.595654782092
NCO14,OUT019,371.28136079744604
NCN19,OUT045,2275.220073262024
FDQ28,OUT019,371.28136079744604
FDO13,OUT018,1995.4987392241385
FDK48,OUT013,2336.595654782092
FDU07,OUT018,1995.4987392241385
FDW20,OUT046,2336.595654782092
FDV12,OUT010,309.9057792773781
FDH24,OUT013,2336.595654782092
FDV59,OUT049,2336.595654782092
FDK57,OUT045,2275.220073262024
FDL16,OUT027,3694.0385576470608
NCQ17,OUT046,2336.595654782092
FDJ15,OUT018,1995.4987392241385
FDX24,OUT049,2336.595654782092
FDT47,OUT046,2336.595654782092
FDT10,OUT049,2336.595654782092
FDZ37,OUT018,1995.4987392241385
FDW43,OUT027,3694.0385576470608
DRN36,OUT017,2275.220073262024
FDJ14,OUT045,2275.220073262024
FDA32,OUT013,2336.595654782092
FDJ38,OUT019,371.28136079744604
FDQ57,OUT017,2275.220073262024
NCQ41,OUT019,371.28136079744604
FDG56,OUT049,2336.595654782092
DRC13,OUT027,3694.0385576470608
FDV55,OUT035,2336.595654782092
FDQ49,OUT045,2275.220073262024
FDE29,OUT010,309.9057792773781
FDR03,OUT013,2336.595654782092
FDD45,OUT049,2336.595654782092
FDN38,OUT010,309.9057792773781
FDT56,OUT046,2336.595654782092
FDT48,OUT045,2275.220073262024
FDU03,OUT049,2336.595654782092
FDC56,OUT010,309.9057792773781
NCO43,OUT027,3694.0385576470608
FDQ27,OUT017,2275.220073262024
FDR03,OUT046,2336.595654782092
DRH23,OUT010,309.9057792773781
FDG22,OUT045,2275.220073262024
NCJ42,OUT013,2336.595654782092
FDR24,OUT046,2336.595654782092
FDW60,OUT035,2336.595654782092
FDJ08,OUT013,2336.595654782092
DRL59,OUT018,1995.4987392241385
FDG60,OUT010,309.9057792773781
FDW27,OUT017,2275.220073262024
FDX14,OUT018,1995.4987392241385
FDC20,OUT013,2336.595654782092
NCS29,OUT018,1995.4987392241385
FDJ56,OUT046,2336.595654782092
FDB20,OUT019,371.28136079744604
FDL28,OUT027,3694.0385576470608
FDW01,OUT018,1995.4987392241385
FDL03,OUT046,2336.595654782092
FDX22,OUT049,2336.595654782092
FDJ21,OUT035,2336.595654782092
FDR31,OUT045,2275.220073262024
FDG21,OUT035,2336.595654782092
FDS22,OUT027,3694.0385576470608
FDK08,OUT035,2336.595654782092
FDE17,OUT018,1995.4987392241385
NCN30,OUT017,2275.220073262024
FDT50,OUT046,2336.595654782092
NCX42,OUT049,2336.595654782092
FDJ12,OUT035,2336.595654782092
NCA18,OUT027,3694.0385576470608
FDP23,OUT019,371.28136079744604
FDX12,OUT013,2336.595654782092
FDN40,OUT018,1995.4987392241385
FDV48,OUT035,2336.595654782092
NCY54,OUT013,2336.595654782092
FDL16,OUT010,309.9057792773781
FDR45,OUT018,1995.4987392241385
FDJ52,OUT046,2336.595654782092
DRG01,OUT017,2275.220073262024
FDP52,OUT013,2336.595654782092
FDU58,OUT017,2275.220073262024
FDL02,OUT045,2275.220073262024
FDG28,OUT013,2336.595654782092
FDA19,OUT035,2336.595654782092
FDW46,OUT027,3694.0385576470608
NCD43,OUT049,2336.595654782092
DRG39,OUT013,2336.595654782092
NCF55,OUT049,2336.595654782092
FDJ07,OUT046,2336.595654782092
FDE08,OUT046,2336.595654782092
FDP56,OUT019,371.28136079744604
FDT45,OUT045,2275.220073262024
FDF17,OUT018,1995.4987392241385
FDX44,OUT046,2336.595654782092
FDM28,OUT027,3694.0385576470608
FDI36,OUT049,2336.595654782092
FDS07,OUT045,2275.220073262024
FDD36,OUT045,2275.220073262024
FDW11,OUT046,2336.595654782092
FDN40,OUT049,2336.595654782092
NCQ18,OUT049,2336.595654782092
NCQ54,OUT017,2275.220073262024
NCS42,OUT045,2275.220073262024
DRH39,OUT010,309.9057792773781
FDC09,OUT027,3694.0385576470608
FDT08,OUT010,309.9057792773781
FDC08,OUT035,2336.595654782092
FDT20,OUT017,2275.220073262024
FDS35,OUT035,2336.595654782092
FDX58,OUT018,1995.4987392241385
FDW58,OUT046,2336.595654782092
DRD27,OUT046,2336.595654782092
FDH32,OUT019,371.28136079744604
FDS26,OUT035,2336.595654782092
FDQ31,OUT046,2336.595654782092
FDP11,OUT018,1995.4987392241385
FDD58,OUT017,2275.220073262024
FDM33,OUT045,2275.220073262024
FDZ16,OUT049,2336.595654782092
NCS29,OUT010,309.9057792773781
NCM18,OUT019,371.28136079744604
FDP11,OUT049,2336.595654782092
NCC42,OUT017,2275.220073262024
DRM23,OUT046,2336.595654782092
NCN55,OUT027,3694.0385576470608
FDK46,OUT013,2336.595654782092
FDR01,OUT046,2336.595654782092
NCA05,OUT045,2275.220073262024
NCP43,OUT017,2275.220073262024
FDR12,OUT010,309.9057792773781
FDQ01,OUT013,2336.595654782092
FDM13,OUT046,2336.595654782092
FDQ19,OUT017,2275.220073262024
FDK56,OUT019,371.28136079744604
NCX06,OUT010,309.9057792773781
FDO56,OUT027,3694.0385576470608
FDU45,OUT045,2275.220073262024
FDI16,OUT019,371.28136079744604
FDL32,OUT046,2336.595654782092
FDA07,OUT046,2336.595654782092
FDA14,OUT045,2275.220073262024
FDV46,OUT027,3694.0385576470608
NCO07,OUT035,2336.595654782092
NCP41,OUT046,2336.595654782092
FDY60,OUT018,1995.4987392241385
FDN38,OUT017,2275.220073262024
FDO15,OUT046,2336.595654782092
FDT60,OUT013,2336.595654782092
FDA55,OUT035,2336.595654782092
FDE02,OUT010,309.9057792773781
DRJ39,OUT049,2336.595654782092
FDV34,OUT035,2336.595654782092
FDS20,OUT027,3694.0385576470608
FDF02,OUT027,3694.0385576470608
FDW40,OUT017,2275.220073262024
NCB43,OUT046,2336.595654782092
FDR58,OUT017,2275.220073262024
DRJ59,OUT035,2336.595654782092
NCD30,OUT017,2275.220073262024
FDE14,OUT017,2275.220073262024
FDC28,OUT018,1995.4987392241385
FDU16,OUT018,1995.4987392241385
NCD19,OUT035,2336.595654782092
FDU21,OUT046,2336.595654782092
FDV59,OUT027,3694.0385576470608
FDU03,OUT045,2275.220073262024
FDC33,OUT010,309.9057792773781
NCR42,OUT035,2336.595654782092
DRH59,OUT035,2336.595654782092
NCM31,OUT035,2336.595654782092
FDS50,OUT035,2336.595654782092
FDP39,OUT046,2336.595654782092
FDQ55,OUT013,2336.595654782092
FDV36,OUT019,371.28136079744604
FDI05,OUT027,3694.0385576470608
FDS45,OUT027,3694.0385576470608
FDA39,OUT045,2275.220073262024
FDC37,OUT010,309.9057792773781
FDJ60,OUT027,3694.0385576470608
DRQ35,OUT046,2336.595654782092
NCJ06,OUT046,2336.595654782092
NCY42,OUT018,1995.4987392241385
DRM37,OUT049,2336.595654782092
FDR14,OUT045,2275.220073262024
FDE51,OUT049,2336.595654782092
FDT33,OUT017,2275.220073262024
FDR08,OUT013,2336.595654782092
FDE36,OUT010,309.9057792773781
FDL22,OUT019,371.28136079744604
FDR44,OUT013,2336.595654782092
FDI56,OUT019,371.28136079744604
FDE47,OUT010,309.9057792773781
FDV27,OUT010,309.9057792773781
FDV10,OUT049,2336.595654782092
FDC40,OUT045,2275.220073262024
NCX41,OUT013,2336.595654782092
NCQ38,OUT027,3694.0385576470608
FDV12,OUT027,3694.0385576470608
FDE52,OUT017,2275.220073262024
FDG20,OUT027,3694.0385576470608
FDV16,OUT027,3694.0385576470608
FDI32,OUT017,2275.220073262024
FDJ32,OUT049,2336.595654782092
FDN39,OUT018,1995.4987392241385
FDY34,OUT017,2275.220073262024
FDC14,OUT035,2336.595654782092
FDA55,OUT017,2275.220073262024
FDZ50,OUT010,309.9057792773781
DRG13,OUT049,2336.595654782092
FDP01,OUT013,2336.595654782092
NCG54,OUT017,2275.220073262024
FDM13,OUT045,2275.220073262024
NCO18,OUT027,3694.0385576470608
NCW41,OUT013,2336.595654782092
FDM52,OUT027,3694.0385576470608
NCF55,OUT035,2336.595654782092
FDT09,OUT046,2336.595654782092
NCM19,OUT035,2336.595654782092
FDW12,OUT018,1995.4987392241385
FDP15,OUT019,371.28136079744604
FDK36,OUT045,2275.220073262024
FDZ25,OUT035,2336.595654782092
NCW06,OUT049,2336.595654782092
FDW60,OUT046,2336.595654782092
DRC49,OUT013,2336.595654782092
NCT17,OUT035,2336.595654782092
NCN06,OUT018,1995.4987392241385
FDC45,OUT013,2336.595654782092
DRJ47,OUT019,371.28136079744604
NCF06,OUT045,2275.220073262024
FDE21,OUT010,309.9057792773781
DRG27,OUT013,2336.595654782092
FDW40,OUT049,2336.595654782092
NCO53,OUT046,2336.595654782092
FDE23,OUT049,2336.595654782092
FDQ16,OUT046,2336.595654782092
FDS26,OUT045,2275.220073262024
FDZ13,OUT010,309.9057792773781
FDS14,OUT049,2336.595654782092
FDC10,OUT045,2275.220073262024
FDY16,OUT049,2336.595654782092
FDJ20,OUT035,2336.595654782092
FDV43,OUT035,2336.595654782092
FDZ32,OUT027,3694.0385576470608
FDR23,OUT046,2336.595654782092
FDN24,OUT035,2336.595654782092
FDE34,OUT027,3694.0385576470608
FDU31,OUT013,2336.595654782092
FDW33,OUT018,1995.4987392241385
FDU26,OUT046,2336.595654782092
FDE20,OUT027,3694.0385576470608
NCW05,OUT035,2336.595654782092
FDB22,OUT018,1995.4987392241385
FDO56,OUT046,2336.595654782092
FDA19,OUT027,3694.0385576470608
DRI39,OUT045,2275.220073262024
FDH52,OUT018,1995.4987392241385
FDZ50,OUT035,2336.595654782092
NCN42,OUT035,2336.595654782092
FDB53,OUT013,2336.595654782092
DRG11,OUT017,2275.220073262024
DRK11,OUT027,3694.0385576470608
FDQ60,OUT017,2275.220073262024
FDT36,OUT017,2275.220073262024
DRG25,OUT018,1995.4987392241385
DRJ23,OUT046,2336.595654782092
FDG05,OUT035,2336.595654782092
NCK06,OUT018,1995.4987392241385
FDU52,OUT017,2275.220073262024
FDW07,OUT018,1995.4987392241385
NCM17,OUT045,2275.220073262024
FDA22,OUT045,2275.220073262024
NCA41,OUT018,1995.4987392241385
FDF38,OUT035,2336.595654782092
FDH52,OUT046,2336.595654782092
FDY58,OUT019,371.28136079744604
FDZ16,OUT045,2275.220073262024
NCM18,OUT017,2275.220073262024
FDA22,OUT018,1995.4987392241385
NCJ43,OUT035,2336.595654782092
FDI34,OUT027,3694.0385576470608
FDG56,OUT046,2336.595654782092
FDS34,OUT046,2336.595654782092
DRC01,OUT035,2336.595654782092
FDQ04,OUT035,2336.595654782092
FDK04,OUT035,2336.595654782092
FDT51,OUT049,2336.595654782092
FDV26,OUT017,2275.220073262024
FDS04,OUT049,2336.595654782092
FDW43,OUT018,1995.4987392241385
FDQ28,OUT010,309.9057792773781
NCK06,OUT017,2275.220073262024
FDS23,OUT018,1995.4987392241385
FDZ36,OUT019,371.28136079744604
FDE56,OUT018,1995.4987392241385
FDW10,OUT027,3694.0385576470608
NCN14,OUT045,2275.220073262024
NCQ18,OUT045,2275.220073262024
FDW08,OUT017,2275.220073262024
FDU43,OUT035,2336.595654782092
FDR33,OUT010,309.9057792773781
FDM24,OUT010,309.9057792773781
NCZ05,OUT046,2336.595654782092
NCV41,OUT035,2336.595654782092
FDV11,OUT018,1995.4987392241385
NCY05,OUT035,2336.595654782092
FDV44,OUT018,1995.4987392241385
FDW32,OUT049,2336.595654782092
NCU18,OUT027,3694.0385576470608
NCC43,OUT035,2336.595654782092
FDW19,OUT013,2336.595654782092
FDN31,OUT035,2336.595654782092
FDI48,OUT045,2275.220073262024
FDS24,OUT017,2275.220073262024
FDF46,OUT049,2336.595654782092
DRG23,OUT017,2275.220073262024
FDG14,OUT018,1995.4987392241385
NCY30,OUT049,2336.595654782092
FDO28,OUT018,1995.4987392241385
DRD24,OUT035,2336.595654782092
FDI33,OUT049,2336.595654782092
FDN32,OUT046,2336.595654782092
FDR16,OUT045,2275.220073262024
FDF26,OUT046,2336.595654782092
NCN29,OUT018,1995.4987392241385
FDE20,OUT045,2275.220073262024
FDA46,OUT046,2336.595654782092
FDU28,OUT045,2275.220073262024
FDQ48,OUT045,2275.220073262024
FDV36,OUT013,2336.595654782092
FDR14,OUT018,1995.4987392241385
FDP23,OUT017,2275.220073262024
FDP56,OUT013,2336.595654782092
FDK48,OUT010,309.9057792773781
FDR48,OUT046,2336.595654782092
NCY29,OUT049,2336.595654782092
FDM22,OUT018,1995.4987392241385
DRJ01,OUT013,2336.595654782092
FDZ43,OUT045,2275.220073262024
FDV03,OUT035,2336.595654782092
FDX11,OUT027,3694.0385576470608
NCA41,OUT027,3694.0385576470608
FDE38,OUT017,2275.220073262024
FDI27,OUT018,1995.4987392241385
FDN32,OUT013,2336.595654782092
NCN43,OUT017,2275.220073262024
FDB47,OUT027,3694.0385576470608
FDV03,OUT017,2275.220073262024
NCN30,OUT045,2275.220073262024
NCV54,OUT010,309.9057792773781
FDV07,OUT013,2336.595654782092
FDP07,OUT049,2336.595654782092
FDK48,OUT018,1995.4987392241385
FDM15,OUT019,371.28136079744604
FDY19,OUT027,3694.0385576470608
FDK46,OUT046,2336.595654782092
FDY11,OUT045,2275.220073262024
FDH09,OUT046,2336.595654782092
FDO08,OUT027,3694.0385576470608
FDU14,OUT013,2336.595654782092
FDD22,OUT027,3694.0385576470608
FDM27,OUT017,2275.220073262024
FDL02,OUT027,3694.0385576470608
NCA17,OUT035,2336.595654782092
FDE38,OUT019,371.28136079744604
NCG07,OUT049,2336.595654782092
DRC27,OUT013,2336.595654782092
FDA27,OUT035,2336.595654782092
FDW40,OUT045,2275.220073262024
DRI11,OUT013,2336.595654782092
FDN50,OUT046,2336.595654782092
FDR12,OUT046,2336.595654782092
FDT34,OUT027,3694.0385576470608
FDW11,OUT035,2336.595654782092
NCO30,OUT027,3694.0385576470608
FDZ34,OUT017,2275.220073262024
FDU45,OUT017,2275.220073262024
NCD42,OUT035,2336.595654782092
FDX25,OUT045,2275.220073262024
NCR29,OUT046,2336.595654782092
FDX43,OUT019,371.28136079744604
FDB04,OUT010,309.9057792773781
FDR49,OUT027,3694.0385576470608
FDS39,OUT018,1995.4987392241385
FDW58,OUT045,2275.220073262024
FDG22,OUT019,371.28136079744604
FDG31,OUT017,2275.220073262024
NCV53,OUT027,3694.0385576470608
DRJ37,OUT035,2336.595654782092
FDV07,OUT035,2336.595654782092
FDW52,OUT018,1995.4987392241385
FDT15,OUT045,2275.220073262024
FDD02,OUT018,1995.4987392241385
FDM16,OUT035,2336.595654782092
NCE55,OUT046,2336.595654782092
FDB57,OUT018,1995.4987392241385
